OSEBuildingID,BuildingType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ComplianceStatus,ENERGYSTARScore,Outlier,SiteEnergyUse(kBtu)
322,NonResidential,DOWNTOWN,1968,0.0,3,26731,74003,Office,100734.0,,,,,Compliant,20.0,,9788717.0
323,NonResidential,DOWNTOWN,1981,1.0,4,18504,59158,Office,62108.0,Parking,17570.0,,,Compliant,57.0,,5007401.0
324,NonResidential,DOWNTOWN,1978,1.0,12,21790,212210,Office,173786.0,Laboratory,29865.0,Parking,25373.0,Compliant,39.0,,18661606.0
326,NonResidential,DOWNTOWN,1989,1.0,25,0,369996,Office,383942.0,Parking,127192.0,,,Compliant,74.0,,24755086.0
327,NonResidential,DOWNTOWN,1925,1.0,10,0,693450,Retail Store,361107.0,Office,332343.0,,,Compliant,93.0,,40062888.0
328,NonResidential,DOWNTOWN,1976,1.0,33,0,791396,Office,622034.0,Parking,132465.0,Other,33110.0,Compliant,89.0,,40847752.0
329,NonResidential,DOWNTOWN,2000,1.0,23,205076,542671,Office,542461.0,Parking,219045.0,Restaurant,9337.0,Compliant,90.0,,30985420.0
330,NonResidential,DOWNTOWN,1926,1.0,10,7757,55652,Office,45260.0,Retail Store,6187.0,,,Compliant,90.0,,3444270.0
331,NonResidential,DOWNTOWN,1930,1.0,17,30000,174790,Office,142034.0,Other - Recreation,17070.0,Retail Store,14666.0,Compliant,91.0,,7739699.0
332,NonResidential,DOWNTOWN,1916,1.0,5,0,73399,Office,51557.0,Retail Store,9976.0,,,Compliant,61.0,,3757006.0
333,NonResidential,DOWNTOWN,1969,1.0,20,32334,233517,Office,226454.0,Parking,29214.0,,,Compliant,90.0,,14633233.0
334,NonResidential,DOWNTOWN,2009,1.0,25,228668,529375,Office,582725.0,Parking,191082.0,,,Compliant,95.0,,27018020.0
335,NonResidential,DOWNTOWN,1968,1.0,12,0,206000,Office,161000.0,Parking,51250.0,,,Compliant,91.0,,8580279.0
336,NonResidential,DOWNTOWN,2009,1.0,36,154972,669915,Office,743562.0,Parking,161119.0,,,Compliant,97.0,,39523852.0
337,NonResidential,DOWNTOWN,1990,1.0,16,141600,339240,Office,311736.0,Parking,123356.0,Fitness Center/Health Club/Gym,18239.0,Compliant,94.0,,17867002.0
339,NonResidential,DOWNTOWN,1900,1.0,7,0,89550,Office,64712.0,Retail Store,10058.0,Social/Meeting Hall,7030.0,Compliant,85.0,,3903259.75
340,NonResidential,DOWNTOWN,1900,1.0,6,0,89355,Office,82355.0,Retail Store,7000.0,,,Compliant,66.0,,4178233.5
341,NonResidential,DOWNTOWN,1922,1.0,15,0,388934,Office,388934.0,,,,,Compliant,89.0,,18576900.0
342,NonResidential,DOWNTOWN,1929,1.0,22,0,384302,Office,348969.0,Convenience Store without Gas Station,3291.899902,Food Service,1437.0,Compliant,98.0,,10062436.0
343,NonResidential,DOWNTOWN,1958,1.0,17,84600,293925,Office,236827.0,Parking,83311.0,Restaurant,14679.0,Compliant,69.0,,24906132.0
345,NonResidential,DOWNTOWN,1983,1.0,47,0,1323055,Office,1011135.0,Parking,272682.0,Restaurant,37595.0,Compliant,94.0,,44683660.0
346,NonResidential,DOWNTOWN,1986,1.0,41,129432,460489,Office,470416.0,Parking,107667.0,Pre-school/Daycare,10290.0,Compliant,84.0,,24603420.0
347,NonResidential,DOWNTOWN,1950,1.0,6,1392,89699,Office,89699.0,Parking,1392.0,,,Compliant,,,1835804.875
348,NonResidential,DOWNTOWN,1968,1.0,8,62993,94948,Office,84838.0,Parking,15401.0,,,Compliant,81.0,,3743228.5
349,NonResidential,DOWNTOWN,1991,1.0,29,197231,438072,Office,522667.0,Parking,194435.0,Convenience Store without Gas Station,6122.0,Compliant,95.0,,18221224.0
350,NonResidential,DOWNTOWN,1958,1.0,6,25920,146922,Office,99890.0,Data Center,39336.0,Parking,25000.0,Non-Compliant,,High outlier,41399504.0
351,NonResidential,DOWNTOWN,1980,1.0,34,162604,614158,Office,606050.0,Parking,154947.0,,,Compliant,81.0,,32552428.0
352,NonResidential,DOWNTOWN,1972,1.0,14,23775,162993,Office,182540.0,Parking,33671.0,Data Center,240.0,Compliant,95.0,,9641043.0
353,NonResidential,DOWNTOWN,1969,1.0,49,368980,754455,Office,808980.0,Parking,232248.0,Other,30329.0,Compliant,89.0,,45163308.0
354,NonResidential,DOWNTOWN,2002,1.0,37,164420,888049,Office,765351.0,Parking,185581.0,Financial Office,103478.0,Compliant,93.0,,41213584.0
355,NonResidential,DOWNTOWN,1973,1.0,42,171500,446184,Office,581558.0,Parking,189600.0,Retail Store,18026.0,Compliant,28.0,,69519808.0
356,NonResidential,DOWNTOWN,1907,1.0,8,0,201480,Office,161762.0,Retail Store,29094.0,Non-Refrigerated Warehouse,10624.0,Compliant,91.0,,8921778.0
357,Nonresidential COS,DOWNTOWN,1990,1.0,63,159600,1195387,Office,1191115.0,Parking,159599.0,Other,18656.0,Compliant,89.0,,61576184.0
358,Nonresidential COS,DOWNTOWN,2001,1.0,14,0,310490,Office,269284.0,Other,28394.0,Data Center,600.0,Compliant,,,21169502.0
359,Nonresidential COS,DOWNTOWN,2003,1.0,8,30660,168870,Office,160418.0,Parking,18590.0,Other,17480.0,Compliant,69.0,,13214416.0
360,NonResidential,DOWNTOWN,2006,1.0,13,52703,319539,Office,319539.0,Parking,52703.0,,,Compliant,98.0,,13843866.0
361,NonResidential,DOWNTOWN,1909,1.0,7,8296,106099,Office,96582.0,,,,,Compliant,99.0,,2746560.75
363,NonResidential,NORTHEAST,1978,1.0,2,0,89200,Retail Store,89200.0,,,,,Compliant,83.0,,6461937.0
364,NonResidential,NORTHEAST,1971,1.0,23,0,474546,Office,474546.0,,,,,Compliant,77.0,,28450436.0
365,NonResidential,NORTHEAST,1969,1.0,5,0,36000,Data Center,36000.0,,,,,Compliant,96.0,,30038490.0
366,NonResidential,NORTHEAST,1961,0.0,5,0,99005,Office,79555.0,,,,,Compliant,70.0,,4728488.5
367,NonResidential,NORTHEAST,2002,1.0,6,44248,90803,Office,95943.0,Parking,42500.0,,,Compliant,88.0,,4426136.0
368,NonResidential,NORTHEAST,2002,1.0,5,82720,137929,Office,145754.0,Parking,90000.0,,,Compliant,93.0,,7046345.5
369,NonResidential,DOWNTOWN,1964,1.0,5,0,93660,Self-Storage Facility,93660.0,,,,,Compliant,,,873221.875
370,NonResidential,DOWNTOWN,1980,1.0,18,64660,349055,Office,348270.0,Parking,69634.0,,,Compliant,79.0,,24224888.0
371,NonResidential,DOWNTOWN,2000,1.0,11,195621,185760,Parking,182820.0,Office,164192.0,Fitness Center/Health Club/Gym,37782.0,Compliant,94.0,,9765777.0
372,NonResidential,DOWNTOWN,1988,1.0,20,118744,378769,Office,367623.0,Parking,114510.0,,,Compliant,65.0,,26823218.0
373,NonResidential,DOWNTOWN,1979,1.0,24,116721,427155,Office,424044.0,Parking,107300.0,,,Compliant,79.0,,25307744.0
374,NonResidential,DOWNTOWN,1980,1.0,4,38700,70647,Laboratory,42389.0,Parking,38700.0,Office,28258.0,Compliant,,,8218155.5
375,NonResidential,DOWNTOWN,1982,1.0,6,124216,272410,Office,274002.0,Parking,122624.0,,,Compliant,64.0,,20361158.0
376,NonResidential,DOWNTOWN,2002,1.0,6,83591,203880,Office,191814.0,Parking,72178.0,Other - Restaurant/Bar,5322.0,Compliant,74.0,,14913424.0
377,NonResidential,DOWNTOWN,1947,1.0,3,48512,144118,Office,146157.0,Parking,48199.0,,,Compliant,94.0,,5357833.0
379,NonResidential,DOWNTOWN,1984,1.0,8,61986,191117,Office,158681.0,Parking,70190.0,Other,21782.0,Compliant,3.0,,29949248.0
381,NonResidential,NORTHWEST,1956,1.0,1,0,60880,Supermarket/Grocery Store,61666.0,,,,,Compliant,54.0,,14293972.0
382,NonResidential,DOWNTOWN,1900,1.0,5,0,50176,Office,50328.0,Other,8329.0,Restaurant,4253.0,Compliant,77.0,,2933288.75
383,NonResidential,DOWNTOWN,1912,1.0,42,0,304346,Office,245028.0,Retail Store,8429.0,Other - Restaurant/Bar,7518.0,Compliant,72.0,,23262244.0
384,NonResidential,GREATER DUWAMISH,1977,1.0,1,0,128800,Non-Refrigerated Warehouse,119200.0,Other,9600.0,,,Compliant,97.0,,1809101.5
385,NonResidential,DOWNTOWN,1927,1.0,8,0,321945,Office,166919.0,Performing Arts,39355.0,Retail Store,19787.0,Compliant,76.0,,13656587.0
386,NonResidential,DOWNTOWN,1964,1.0,22,0,336330,Office,256299.0,Parking,66430.0,Other - Restaurant/Bar,7438.0,Compliant,77.0,,18967014.0
387,NonResidential,DOWNTOWN,1960,1.0,21,0,298426,Office,286538.0,Parking,197750.0,Other - Education,11888.0,Compliant,79.0,,27076922.0
388,NonResidential,DOWNTOWN,1976,1.0,42,0,635824,Office,718473.0,Parking,40000.0,Restaurant,19671.0,Compliant,69.0,,48479988.0
389,NonResidential,DOWNTOWN,1923,1.0,12,0,542305,Hotel,542305.0,Swimming Pool,0.0,,,Compliant,45.0,,56485204.0
390,NonResidential,SOUTHEAST,1980,1.0,2,0,291940,Retail Store,191940.0,Office,100000.0,,,Compliant,80.0,,11688601.0
391,NonResidential,GREATER DUWAMISH,1970,0.0,1,0,88400,Non-Refrigerated Warehouse,33450.0,Office,29620.0,Distribution Center,27715.0,Compliant,42.0,,4383100.5
392,NonResidential,NORTHWEST,1960,1.0,1,0,52311,Non-Refrigerated Warehouse,51116.0,,,,,Compliant,96.0,,930611.875
393,NonResidential,LAKE UNION,2009,1.0,5,69710,71421,Parking,74831.0,Office,71643.0,,,Compliant,,,3085814.0
394,NonResidential,LAKE UNION,2001,1.0,5,70067,106465,Office,103494.0,Parking,70067.0,,,Compliant,60.0,,5803409.0
395,NonResidential,BALLARD,1973,1.0,1,0,52500,Non-Refrigerated Warehouse,49395.0,Office,5853.0,,,Compliant,2.0,,3989399.0
396,NonResidential,BALLARD,1959,1.0,2,0,57300,Non-Refrigerated Warehouse,29001.0,Office,28299.0,,,Compliant,55.0,,4560492.0
398,NonResidential,DOWNTOWN,1916,1.0,6,0,350310,Office,305233.0,College/University,26900.0,Restaurant,7666.0,Compliant,90.0,,18102026.0
399,NonResidential,DOWNTOWN,1988,1.0,55,285000,1115000,Office,994116.0,Parking,264481.0,Other,133598.0,Compliant,92.0,,53079164.0
401,NonResidential,DOWNTOWN,1930,1.0,21,0,305548,Hotel,310000.0,,,,,Compliant,58.0,,33729336.0
402,NonResidential,DOWNTOWN,1989,1.0,46,512608,1023998,Office,1002403.0,Parking,377046.0,Other,53116.0,Compliant,89.0,,56606136.0
403,NonResidential,DOWNTOWN,1958,1.0,10,0,135918,Office,144570.0,,,,,Compliant,91.0,,6423556.5
404,NonResidential,DOWNTOWN,1914,1.0,4,0,79957,Retail Store,35694.0,Office,29723.0,,,Compliant,25.0,,5252131.0
405,NonResidential,DOWNTOWN,1921,1.0,4,0,127268,Office,62512.0,Retail Store,53971.0,Non-Refrigerated Warehouse,5000.0,Error - Correct Default Data,71.0,,7711757.5
406,NonResidential,DOWNTOWN,1983,1.0,29,0,500000,Office,411301.0,Parking,80005.0,Retail Store,14528.0,Compliant,93.0,,18848780.0
408,NonResidential,DOWNTOWN,1926,0.0,10,0,132326,Office,92006.0,Other,12610.0,Retail Store,9835.0,Compliant,72.0,,6029020.0
409,NonResidential,DOWNTOWN,1984,1.0,6,13200,96630,Office,83485.0,Parking,13200.0,Retail Store,5000.0,Compliant,45.0,,7335905.5
410,NonResidential,DOWNTOWN,1973,0.0,19,59280,272787,Hotel,332067.0,,,,,Compliant,6.0,,37785552.0
411,NonResidential,DOWNTOWN,1910,1.0,10,0,130513,Office,87391.0,Retail Store,32264.0,Restaurant,10858.0,Compliant,49.0,,11651200.0
412,NonResidential,DOWNTOWN,1920,1.0,8,0,60660,Office,41958.0,Retail Store,4800.0,,,Compliant,,,2586116.0
413,NonResidential,DOWNTOWN,1929,1.0,14,0,137350,Office,124508.0,,,,,Compliant,89.0,,6366084.5
414,NonResidential,DOWNTOWN,1929,1.0,15,0,151039,Office,125473.0,,,,,Compliant,84.0,,5446624.0
415,NonResidential,DOWNTOWN,1985,1.0,30,134662,620338,Office,643083.0,Parking,126891.0,Restaurant,13422.0,Compliant,72.0,,52226204.0
416,NonResidential,DOWNTOWN,1906,1.0,4,0,63540,Office,56747.0,,,,,Compliant,72.0,,3518459.5
417,NonResidential,DOWNTOWN,1927,1.0,10,0,130893,Office,87925.0,Supermarket/Grocery Store,27177.0,Medical Office,6644.0,Compliant,80.0,,6962073.0
418,NonResidential,DOWNTOWN,1910,1.0,5,0,79920,Office,39960.0,Retail Store,26640.0,Other,13320.0,Compliant,,,3009463.75
419,Campus,DOWNTOWN,1908,1.0,4,0,137400,Retail Store,44078.0,Other - Restaurant/Bar,19182.0,Multifamily Housing,14380.0,Compliant,,,14940504.0
420,NonResidential,DOWNTOWN,1996,1.0,6,86429,61423,Parking,64821.0,Retail Store,40629.0,Other - Restaurant/Bar,13039.0,Compliant,,,9671619.0
421,NonResidential,DOWNTOWN,1996,0.0,4,166960,100375,Parking,166960.0,Movie Theater,69947.0,Other - Restaurant/Bar,27400.0,Compliant,,,7273155.5
422,NonResidential,DOWNTOWN,1989,1.0,56,389860,1215718,Office,1314475.0,Parking,389860.0,Other,30744.0,Compliant,97.0,,49517704.0
423,NonResidential,DOWNTOWN,1980,1.0,36,0,794592,Office,748011.0,Parking,36606.0,Other,9975.0,Compliant,96.0,,26689658.0
424,NonResidential,DOWNTOWN,1971,1.0,21,93204,363100,Office,342952.0,Parking,106466.0,,,Compliant,74.0,,19397324.0
425,NonResidential,DOWNTOWN,1986,1.0,12,15140,100717,Office,104788.0,Parking,11844.0,Restaurant,528.0,Compliant,89.0,,4757299.5
426,NonResidential,DOWNTOWN,1999,1.0,4,17500,70000,Office,70090.0,Other,1672.0,,,Compliant,72.0,,4549892.0
427,NonResidential,DOWNTOWN,1998,1.0,11,184776,189629,Office,150969.0,Laboratory,41829.0,,,Compliant,72.0,,13329024.0
428,NonResidential,DOWNTOWN,1985,1.0,12,38000,155500,Other,146689.0,,,,,Compliant,,,14436982.0
429,NonResidential,DOWNTOWN,1923,1.0,11,0,102846,Office,93879.0,Retail Store,7500.0,,,Compliant,96.0,,5327249.5
430,NonResidential,DOWNTOWN,1925,1.0,4,0,52800,Office,38880.0,Restaurant,12960.0,,,Compliant,83.0,,2429021.0
432,Campus,DOWNTOWN,1913,3.0,10,0,258497,Parking,155000.0,Office,145594.0,Retail Store,103200.0,Compliant,,,20779796.0
433,NonResidential,DOWNTOWN,1929,1.0,8,0,861702,Retail Store,509342.0,Other,380639.0,,,Compliant,,,17666646.0
434,NonResidential,EAST,1999,1.0,5,97400,109550,Other,206950.0,,,,,Compliant,,,19295226.0
435,NonResidential,DOWNTOWN,1990,1.0,6,0,1400000,Convention Center,1072000.0,Parking,686750.0,,,Non-Compliant,,,0.0
436,NonResidential,EAST,1988,1.0,9,0,46710,Urgent Care/Clinic/Other Outpatient,46710.0,,,,,Compliant,,,4169431.5
437,NonResidential,EAST,1945,1.0,3,104000,162000,Medical Office,162000.0,Parking,104000.0,,,Compliant,65.0,,13911761.0
438,NonResidential,EAST,1992,1.0,14,407795,282363,Medical Office,270384.0,Parking,270383.0,,,Compliant,58.0,,21156670.0
439,NonResidential,LAKE UNION,2001,1.0,6,177660,200783,Parking,164332.0,Office,108781.0,Data Center,54184.0,Compliant,100.0,,55073120.0
440,NonResidential,LAKE UNION,2001,1.0,6,104922,108912,Parking,104922.0,Data Center,54385.0,Office,37721.0,Compliant,100.0,,75073888.0
441,NonResidential,LAKE UNION,1979,1.0,5,29409,79608,Hotel,109017.0,,,,,Compliant,34.0,,9474745.0
443,NonResidential,MAGNOLIA / QUEEN ANNE,1981,1.0,5,38452,237282,Office,228504.0,Parking,47404.0,,,Compliant,77.0,,16373232.0
444,NonResidential,GREATER DUWAMISH,2001,1.0,1,0,123061,Non-Refrigerated Warehouse,123061.0,,,,,Compliant,59.0,,1987934.625
446,NonResidential,GREATER DUWAMISH,1963,1.0,1,0,59090,Distribution Center,40272.0,Office,18818.0,,,Compliant,45.0,,2756214.75
447,NonResidential,GREATER DUWAMISH,1963,1.0,1,0,106000,Non-Refrigerated Warehouse,106001.0,,,,,Compliant,93.0,,763364.5
449,NonResidential,LAKE UNION,1962,1.0,3,38400,120200,Office,125779.0,Parking,32821.0,Laboratory,20000.0,Compliant,19.0,,18309150.0
451,NonResidential,GREATER DUWAMISH,1960,1.0,1,0,119661,Distribution Center,118733.0,,,,,Compliant,97.0,,775729.1875
452,NonResidential,LAKE UNION,2001,1.0,7,44728,94472,Office,82098.0,,,,,Compliant,81.0,,4342597.0
453,NonResidential,MAGNOLIA / QUEEN ANNE,1984,1.0,6,33921,61800,Office,95721.0,Parking,31746.0,,,Compliant,95.0,,3063504.5
456,NonResidential,MAGNOLIA / QUEEN ANNE,1996,2.0,5,115228,98055,Office,105563.0,Parking,0.0,,,Compliant,83.0,,5661689.5
457,NonResidential,LAKE UNION,2001,1.0,3,47656,56041,Office,63199.0,,,,,Compliant,7.0,,11319836.0
458,NonResidential,NORTH,1974,1.0,5,0,74880,Office,71751.0,Parking,0.0,,,Compliant,56.0,,5134607.5
459,NonResidential,NORTH,1979,1.0,6,0,88774,Office,85339.0,Parking,0.0,,,Compliant,53.0,,6029121.5
460,NonResidential,NORTH,1983,1.0,5,0,122250,Office,91281.0,Adult Education,30177.0,Bank Branch,5931.0,Compliant,93.0,,5535626.0
461,NonResidential,NORTH,1979,1.0,4,0,53730,Office,53730.0,Parking,0.0,,,Compliant,20.0,,4742869.0
462,NonResidential,DELRIDGE,1960,1.0,3,0,55593,Office,55593.0,,,,,Compliant,55.0,,4224872.5
463,NonResidential,LAKE UNION,1982,1.0,4,60960,73096,Office,72066.0,Parking,59137.0,,,Compliant,54.0,,4695139.0
464,NonResidential,GREATER DUWAMISH,2005,1.0,1,0,158415,Retail Store,158415.0,,,,,Compliant,25.0,,22394416.0
465,NonResidential,LAKE UNION,1929,1.0,8,0,287819,Office,155985.0,Data Center,88350.0,Other,15630.0,Compliant,,,48406556.0
466,NonResidential,EAST,1975,1.0,8,0,158738,Urgent Care/Clinic/Other Outpatient,158738.0,,,,,Compliant,,,61762380.0
492,NonResidential,MAGNOLIA / QUEEN ANNE,1985,1.0,4,28800,58195,Office,58195.0,Parking,28800.0,,,Compliant,81.0,,2991674.75
467,NonResidential,BALLARD,1999,1.0,1,0,164437,Retail Store,102653.0,Supermarket/Grocery Store,74102.0,Parking,0.0,Compliant,62.0,,18390344.0
468,NonResidential,LAKE UNION,2009,1.0,5,66234,118248,Office,118016.0,Parking,66234.0,Other,1595.0,Compliant,95.0,,5671256.0
469,NonResidential,LAKE UNION,1928,1.0,3,0,55200,Laboratory,54880.0,Data Center,320.0,,,Compliant,,,11594121.0
470,NonResidential,LAKE UNION,2003,1.0,4,111793,129366,Laboratory,176171.0,,,,,Compliant,,,33713876.0
471,NonResidential,LAKE UNION,2004,1.0,6,52582,86700,Office,79384.0,Parking,52582.0,Financial Office,3027.0,Compliant,96.0,,3238216.0
473,NonResidential,LAKE UNION,2009,1.0,5,98700,172371,Office,168132.0,Parking,96918.0,Medical Office,16862.0,Compliant,96.0,,7851334.5
474,NonResidential,LAKE UNION,1914,1.0,5,0,127800,Non-Refrigerated Warehouse,127800.0,,,,,Compliant,56.0,,2767491.0
475,NonResidential,LAKE UNION,2002,1.0,5,206597,353919,Office,372503.0,Parking,189133.0,,,Compliant,71.0,,30083496.0
476,NonResidential,LAKE UNION,2001,1.0,6,95000,131592,Office,131592.0,Parking,83178.0,,,Compliant,49.0,,11963428.0
477,Campus,LAKE UNION,1997,1.0,5,0,535947,Other,535947.0,Parking,103983.0,,,Compliant,,,131373880.0
480,NonResidential,LAKE UNION,2003,1.0,5,50654,109046,Other,72407.0,Parking,49314.0,Office,37406.0,Compliant,,,31371618.0
481,NonResidential,LAKE UNION,2006,1.0,4,73673,136143,Office,113803.0,Parking,79091.0,Fitness Center/Health Club/Gym,15803.0,Compliant,97.0,,6917478.5
482,NonResidential,LAKE UNION,2006,1.0,6,109905,193198,Office,178628.0,Parking,99368.0,Bank Branch,6015.0,Compliant,97.0,,7519466.5
484,NonResidential,LAKE UNION,1954,1.0,3,0,67380,Non-Refrigerated Warehouse,29732.0,Office,17372.0,Other - Entertainment/Public Assembly,13639.0,Compliant,66.0,,2755829.0
487,NonResidential,LAKE UNION,1963,1.0,4,0,102235,Laboratory,103135.0,,,,,Compliant,,,24395228.0
488,NonResidential,LAKE UNION,2008,1.0,5,153684,282813,Laboratory,175364.0,Parking,173235.0,Office,88901.0,Compliant,,,45252356.0
489,NonResidential,MAGNOLIA / QUEEN ANNE,1974,1.0,5,20826,67236,Office,64752.0,Parking,21396.0,,,Compliant,80.0,,3415561.25
490,NonResidential,MAGNOLIA / QUEEN ANNE,1972,1.0,5,20416,66762,Office,66648.0,Parking,15167.0,,,Compliant,69.0,,3632613.75
491,NonResidential,MAGNOLIA / QUEEN ANNE,1970,1.0,5,20416,66762,Office,66747.0,Parking,28285.0,,,Compliant,86.0,,3493093.75
493,NonResidential,MAGNOLIA / QUEEN ANNE,1971,1.0,5,21600,66400,Office,69691.0,Parking,17487.0,,,Compliant,75.0,,3484915.5
494,NonResidential,NORTHEAST,1988,1.0,4,88405,108344,Medical Office,108344.0,Parking,88405.0,,,Compliant,5.0,,19165116.0
495,NonResidential,NORTHEAST,1994,1.0,4,95281,95995,Medical Office,95995.0,,,,,Compliant,21.0,,8422861.0
496,NonResidential,BALLARD,1946,2.0,2,0,111445,Fitness Center/Health Club/Gym,111445.0,,,,,Compliant,,,5697472.5
497,NonResidential,SOUTHWEST,1997,1.0,4,0,98475,Non-Refrigerated Warehouse,98475.0,,,,,Compliant,83.0,,1090496.625
498,NonResidential,LAKE UNION,2000,1.0,7,150455,201075,Hospital (General Medical & Surgical),215602.0,,,,,Compliant,23.0,,42709624.0
500,NonResidential,NORTH,1995,1.0,2,187878,121087,Supermarket/Grocery Store,121087.0,Parking,0.0,Parking,0.0,Compliant,78.0,,14512786.0
503,NonResidential,GREATER DUWAMISH,2008,1.0,1,0,63225,Supermarket/Grocery Store,63225.0,,,,,Compliant,100.0,,6522551.5
504,Nonresidential COS,DELRIDGE,1955,0.0,1,0,113780,Other - Services,91532.0,Office,22248.0,,,Compliant,,,3574542.25
507,NonResidential,GREATER DUWAMISH,1999,1.0,1,0,243044,Non-Refrigerated Warehouse,325424.0,,,,,Compliant,100.0,,1396082.25
508,NonResidential,LAKE UNION,2001,1.0,3,156312,123940,Parking,156312.0,Office,116440.0,Retail Store,7500.0,Compliant,,,11521702.0
513,NonResidential,MAGNOLIA / QUEEN ANNE,1952,1.0,3,12998,53464,Other,72000.0,Parking,15000.0,,,Compliant,,,6876439.5
514,NonResidential,NORTHWEST,1997,1.0,1,0,131387,Retail Store,107931.0,,,,,Compliant,72.0,,8773058.0
515,NonResidential,NORTHWEST,1999,1.0,3,0,94400,Non-Refrigerated Warehouse,67155.0,,,,,Compliant,38.0,,784364.5
516,NonResidential,NORTHWEST,1964,6.0,1,0,111900,Strip Mall,124231.0,Parking,0.0,,,Compliant,,,9814820.0
517,NonResidential,NORTHWEST,1984,0.0,1,0,144776,Wholesale Club/Supercenter,144776.0,,,,,Compliant,56.0,,13424079.0
518,NonResidential,NORTHWEST,1967,1.0,1,0,114000,Retail Store,57805.0,Supermarket/Grocery Store,56312.0,,,Compliant,79.0,,17225444.0
519,NonResidential,NORTHWEST,1997,1.0,1,0,50083,Supermarket/Grocery Store,50065.0,Parking,0.0,,,Compliant,78.0,,8663691.0
520,NonResidential,LAKE UNION,1988,1.0,3,28645,95426,Office,96504.0,,,,,Compliant,73.0,,4991360.5
521,NonResidential,LAKE UNION,2000,1.0,4,36528,53472,Office,90000.0,,,,,Compliant,84.0,,3897738.0
522,NonResidential,LAKE UNION,2001,1.0,3,33709,62332,Office,62232.0,Parking,33709.0,,,Compliant,70.0,,5413418.0
523,NonResidential,LAKE UNION,1999,1.0,3,114829,166128,Office,152579.0,Parking,93893.0,Data Center,7500.0,Compliant,96.0,,11325513.0
524,NonResidential,LAKE UNION,1999,1.0,4,103032,140302,Office,138995.0,Parking,24549.0,,,Compliant,89.0,,8651835.0
525,NonResidential,DOWNTOWN,1991,1.0,6,0,154660,Other - Entertainment/Public Assembly,119815.0,Other - Recreation,63101.0,Social/Meeting Hall,26380.0,Compliant,,,52960796.0
526,NonResidential,GREATER DUWAMISH,1982,1.0,5,121375,268920,Office,243018.0,Parking,108408.0,,,Compliant,95.0,,7683885.0
527,NonResidential,GREATER DUWAMISH,1967,1.0,2,0,90000,Non-Refrigerated Warehouse,70000.0,Office,20000.0,,,Compliant,87.0,,1429146.375
528,NonResidential,GREATER DUWAMISH,1966,1.0,1,0,50200,Retail Store,50200.0,,,,,Compliant,,,1047461.0
529,NonResidential,BALLARD,1925,1.0,6,6200,87833,Office,53993.0,Retail Store,24744.0,Parking,4500.0,Compliant,,,4758198.0
530,NonResidential,BALLARD,1941,1.0,2,0,63240,Non-Refrigerated Warehouse,63240.0,,,,,Compliant,100.0,,227566.7031
532,NonResidential,BALLARD,2008,1.0,5,182454,140415,Parking,182454.0,Retail Store,130744.0,,,Compliant,,,17085344.0
533,NonResidential,MAGNOLIA / QUEEN ANNE,1988,1.0,4,23400,106893,Self-Storage Facility,130293.0,Parking,8800.0,,,Compliant,,,465533.3125
534,NonResidential,MAGNOLIA / QUEEN ANNE,1997,1.0,4,0,106041,Non-Refrigerated Warehouse,106041.0,,,,,Compliant,94.0,,1123943.0
